firstname	commonname	surname	skintypecode	haircolorcode	facialhairtypecode	managerid	hairtypecode	headtypecode	height	seasonaloutfitid	weight	hashighqualityhead	gender	headassetid	ethnicity	faceposerpreset	teamid	eyebrowcode	eyecolorcode	personalityid	headclasscode	nationality	sideburnscode	headvariation	skintonecode	outfitid	hairstylecode	bodytypecode	facialhaircolorcode
			51	1	8	265532	0	30	178	5511	75	0	0	26538	4	0	114581	0	2	1	0	52	0	0	1	5520	0	83	2
			0	1	0	260457	16	1	178	5527	75	0	0	26537	2	0	114600	0	1	0	0	52	0	0	1	5520	0	83	0
Allan Rodrigo		Aal	51	6	4	270034	37	2004	181	5511	80	1	0	26543	2	0	114604	0	5	0	1	54	0	0	4	5572	0	82	2
			0	9	0	270104	95	1	177	5527	75	0	0	26544	2	0	114605	1	3	1	0	54	0	0	2	5585	0	83	0
			0	1	0	262035	16	1	177	5551	75	0	0	26543	2	0	114611	0	7	0	0	52	0	0	2	5551	0	83	0
			2	1	0	267972	114	1500	180	5511	75	0	0	26541	6	3	114615	1	6	0	0	57	0	0	1	5520	0	83	0
			0	1	0	263806	16	1	180	5535	75	0	0	26542	2	0	114617	0	3	0	0	60	0	0	2	5501	0	83	0
			0	1	0	259768	16	1	175	5510	75	0	0	26543	2	0	114619	0	7	0	0	60	0	0	2	5534	0	83	0
			0	1	0	259684	16	1	183	5552	75	0	0	26540	2	3	114688	0	1	0	0	58	0	0	2	5566	0	83	0
			0	1	0	63073	16	1	180	5500	75	0	0	26537	2	0	114815	0	1	1	0	14	0	0	1	5500	0	86	0
			0	9	0	270105	95	1533	177	5527	75	0	0	26538	2	0	114839	1	3	1	0	54	0	0	2	5585	0	83	0
Péricles	Péricles	Oliveira Chamusca	51	9	0	250288	292	528	180	5536	75	0	0	250288	5	0	114840	0	9	0	0	54	0	0	5	5575	0	83	0
			0	9	0	270106	95	1518	177	5527	75	0	0	26537	2	0	114841	1	3	1	0	54	0	0	2	5585	0	83	0
			0	9	0	270107	95	2522	177	5527	75	0	0	26539	2	0	114842	1	3	1	0	54	0	0	2	5585	0	83	0
			2	3	0	263753	167	556	180	5520	75	0	0	26546	4	0	114843	1	9	0	0	155	0	0	3	5526	0	83	2
			0	1	0	250691	16	1	178	5520	75	0	0	26546	2	0	114844	0	9	0	0	167	0	0	3	5506	0	83	0
Lars		Friis	51	0	6	262461	234	17	180	5527	75	0	0	262461	2	0	114845	0	1	1	0	13	0	0	2	5510	0	83	1
Michael		Boris	2	6	6	262750	65	22	182	5510	75	0	0	262750	1	0	114846	1	3	1	0	21	0	0	1	5522	0	83	3
			51	9	8	270143	192	2009	180	5521	75	0	0	26537	4	0	114847	2	1	1	0	58	0	0	1	5534	0	83	0
			51	9	8	270144	192	2009	180	5521	75	0	0	26537	4	0	114848	2	1	1	0	58	0	0	1	5534	0	83	0
Jim		Goodwin	2	9	15	251865	65	3500	183	5511	75	0	0	251865	2	0	114897	0	2	0	0	25	0	0	2	5506	0	83	2
Beñat		San José	2	3	0	249047	174	30	180	5529	75	0	0	249047	2	0	114899	2	3	0	0	45	0	0	2	5501	0	83	0
			0	1	0	232425	16	1	174	5529	75	0	0	26544	2	0	114912	0	9	0	0	38	0	0	3	5514	0	89	0
David		Martindale	2	5	6	259759	0	2007	180	5511	75	0	0	259759	2	0	115220	2	2	1	0	42	0	0	2	5510	0	83	1
Keith		Long	51	12	6	3362	65	1532	180	5511	70	0	0	3362	3	0	115221	0	1	0	0	25	0	0	3	5506	0	83	3
Stephen		Bradley	2	3	8	169187	77	1520	170	5511	63	0	0	169187	2	0	115237	1	2	1	0	25	0	0	2	5510	0	88	2
Stephen		O'Donnell	2	12	8	253115	43	33	177	5509	75	0	0	253115	2	0	115238	6	8	1	0	25	0	0	2	5504	0	83	4
Ruaidhrí		Higgins	2	6	4	262052	160	34	178	5510	75	0	0	262052	2	0	115239	0	1	0	0	35	0	0	2	5510	0	83	3
			0	1	0	260117	16	1	173	5547	75	0	0	26546	2	0	115245	0	9	0	0	163	0	0	3	5517	0	89	0
			0	1	0	257381	16	1	180	5555	75	0	0	26543	2	0	115246	0	7	0	0	45	0	0	2	5567	0	83	0
			0	1	0	254521	16	1	175	5511	75	0	0	26546	2	0	115247	0	9	0	0	163	0	0	3	5510	0	83	0
			0	1	0	260526	16	1	172	5563	75	0	0	26546	2	0	115260	0	9	0	0	163	0	0	3	5523	0	89	0
Dag-Eilev		Fagermo	51	9	0	249172	92	2007	187	5511	75	0	0	249172	2	0	115261	0	3	1	0	36	0	0	2	5510	0	86	1
			0	1	0	261635	16	1	173	5555	75	0	0	26538	2	0	115358	0	2	0	0	54	0	0	1	5566	0	89	0
			0	9	0	270108	95	2516	177	5527	75	0	0	26540	2	0	115366	1	3	1	0	54	0	0	2	5585	0	83	0
			0	9	0	270109	95	1524	177	5527	75	0	0	26547	2	0	115481	1	3	1	0	54	0	0	2	5585	0	83	0
			0	9	0	270110	95	4006	177	5527	75	0	0	26542	2	0	115482	1	3	1	0	54	0	0	2	5585	0	83	0
Fernando	Fernando Diniz	Diniz	0	1	0	270111	16	1	180	5551	75	1	0	7289	2	2	1370	0	1	1	0	54	0	2	3	900006	0	86	0
Gaute Ugelstad		Helstrup	51	9	6	261271	227	3500	175	5511	75	0	0	261271	1	0	115484	0	1	0	0	36	0	0	1	5510	0	83	0
			0	9	0	270081	95	34	177	5527	75	0	0	26541	2	0	115485	1	3	1	0	54	0	0	2	5585	0	83	0
			0	1	0	63075	16	1	180	5500	75	0	0	26537	2	0	115486	0	1	1	0	14	0	0	1	5500	0	86	0
			51	1	0	265510	46	1545	170	5551	75	0	0	26545	8	2	115487	1	9	0	0	57	0	0	8	5522	0	89	0
			0	9	0	270168	95	3501	177	5527	75	0	0	26543	2	0	115496	1	3	1	0	54	0	0	2	5585	0	83	0
			2	1	0	264720	161	3516	183	5509	75	0	0	26541	4	3	115517	0	6	0	0	53	0	0	1	5507	0	83	0
Antônio	Antônio Oliveira	Oliveira	0	1	0	271338	16	1	180	5506	75	1	0	37576	2	2	115530	0	1	1	0	54	0	2	3	900017	0	86	0
			0	1	0	261735	16	1	185	5511	75	0	0	26540	2	3	115535	0	1	0	0	60	0	0	2	5506	0	86	0
			0	1	0	254291	16	1	175	5513	75	0	0	26547	2	0	115536	0	3	1	0	60	0	0	8	5534	0	83	0
Francisco	Francisco Neto	Conceição Neto	2	1	0	261966	75	1535	180	5547	75	0	0	261966	4	0	115682	0	9	0	0	38	0	0	4	5518	0	83	0
			51	9	0	265678	95	2000	174	5509	75	0	0	26537	4	0	115694	6	1	1	0	61	0	0	1	5520	0	89	0
			0	9	0	270113	95	1	177	5527	75	0	0	20633	2	0	115704	1	3	1	0	54	0	0	2	5585	0	83	0
			0	9	0	270114	95	1	177	5527	75	0	0	26540	2	0	115716	1	3	1	0	54	0	0	2	5585	0	83	0
Benedetto		Muzzicato	2	5	15	262983	180	2	182	5509	75	0	0	262983	3	0	115820	6	1	0	0	21	0	0	3	5521	0	83	3
			0	1	0	250065	16	1	189	5547	75	0	0	26544	2	0	115841	0	9	0	0	54	0	0	3	5520	0	86	0
			0	9	0	270159	95	1505	177	5527	75	0	0	26542	2	0	115845	1	3	1	0	54	0	0	2	5585	0	83	0
Bjarte Lunde		Aarsheim	2	3	8	249057	151	2014	177	5511	75	0	0	249057	1	0	115912	0	3	0	0	36	0	0	1	5510	0	83	0
Geir		Bakke	51	9	6	249457	26	2029	170	5511	75	0	0	249457	1	0	115961	6	2	0	0	36	0	0	1	5510	0	89	1
Joakim		Persson	51	1	8	254249	162	32	179	5511	75	0	0	254249	1	0	115980	0	3	1	0	46	0	0	1	5506	0	83	0
			51	9	8	265825	192	2009	180	5521	75	0	0	26537	4	0	116007	2	1	1	0	58	0	0	1	5534	0	83	0
			51	9	8	270145	192	2009	180	5521	75	0	0	26537	4	0	116028	2	1	1	0	58	0	0	1	5534	0	83	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
			0	0	0	1	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0
